CUSTOMER_ID,PRODUCT_TYPE,CHURN_STATUS,DURATION,TRAFFIC_SOURCE,GENDER,AGE_BUCKET,STATE,CARRIER_NAME,SUBMIT_METHOD,REVENUE_RECEIVED
C24253,Product A,1,413,Source 95,M,Age Range 2,PA,Carrier 1,Phone,557
C24254,Product A,1,357,Source 104,M,Age Range 2,FL,Carrier 1,Phone,1071.25
C24255,Product A,0,591,Source 1,M,Age Range 1,CA,Carrier 5,Phone,1116
C24256,Product C,0,957,Source 2,F,Age Range 1,VA,Carrier 4,Phone,786.72
C24257,Product A,1,730,Source 173,M,Age Range 1,NC,Carrier 3,Phone,940
C24258,Product B,0,495,Source 200,F,Age Range 3,PA,Carrier 5,Phone,187
C24259,Product A,0,497,Source 1,M,Age Range 3,GA,Carrier 4,Phone,812.04
C24260,Product A,0,1146,Source 95,F,Age Range 2,FL,Carrier 5,Phone,1037.09
C24261,Product A,1,355,Source 95,M,Age Range 3,FL,Carrier 3,Phone,400.5
C24262,Product A,0,1318,Source 222,M,Age Range 1,LA,Carrier 3,Web,1455
C24263,Product B,1,731,Source 222,F,Age Range 1,PA,Carrier 3,Web,115
C24264,Product A,0,710,Source 1,F,Age Range 1,GA,Carrier 5,Phone,944.94
C24265,Product A,0,713,Source 1,F,Age Range 1,GA,Carrier 3,Phone,1086
C24266,Product A,1,125,Source 1,F,Age Range 2,TX,Carrier 3,Phone,670
C24267,Product A,1,361,Source 213,F,Age Range 2,NY,Carrier 4,Phone,617.04
C24268,Product A,1,55,Source 95,F,Age Range 2,FL,Carrier 3,Phone,108.05
C24269,Product A,1,729,Source 95,M,Age Range 1,MD,Carrier 1,Web,856
C24270,Product A,0,987,Source 164,F,Age Range 2,IA,Carrier 1,Phone,1178.75
C24271,Product A,0,220,Source 160,F,Age Range 2,MT,Carrier 2,Web,433
C24272,Product A,0,103,Source 1,F,Age Range 2,MD,Carrier 3,Phone,241.33
C24273,Product B,0,658,Source 189,F,Age Range 3,VA,Carrier 5,Phone,240
C24274,Product B,0,1565,Source 222,M,Age Range 3,OH,Carrier 3,Phone,256
C24275,Product A,0,224,Source 206,M,Age Range 1,IL,Carrier 2,Phone,657
C24276,Product B,1,149,Source 200,F,Age Range 3,OH,Carrier 3,Phone,95
C24277,Product A,0,473,Source 95,F,Age Range 2,FL,Carrier 5,Phone,407.89
C24278,Product A,1,723,Source 182,M,Age Range 1,AZ,Carrier 5,Phone,446.83
C24279,Product B,1,1708,Source 164,M,Age Range 3,MT,Carrier 3,Phone,258
C24280,Product B,0,100,Source 160,F,Age Range 3,IL,Carrier 5,Web,109
C24281,Product B,0,1323,Source 95,M,Age Range 1,OR,Carrier 5,Web,127.35
C24282,Product B,0,588,Source 95,F,Age Range 2,CA,Carrier 3,Web,111
C24283,Product A,0,104,Source 185,M,Age Range 1,CA,Carrier 5,Phone,510
C24284,Product A,0,474,Source 1,F,Age Range 1,MO,Carrier 5,Phone,593.56
C24285,Product A,0,225,Source 1,F,Age Range 1,KS,Carrier 3,Phone,412
C24286,Product B,1,0,Source 1,F,Age Range 2,IL,Carrier 3,Phone,21.25
C24287,Product A,1,276,Source 178,F,Age Range 1,NC,Carrier 3,Phone,567
C24288,Product A,1,298,Source 199,M,Age Range 1,TN,Carrier 2,Phone,585.83
C24289,Product A,1,455,Source 95,M,Age Range 1,NC,Carrier 3,Phone,638.25
C24290,Product A,1,238,Source 4,F,Age Range 1,CA,Carrier 1,Phone,484.01
C24291,Product A,0,586,Source 160,M,Age Range 1,AL,Carrier 2,Phone,1035
C24292,Product B,0,959,Source 233,M,Age Range 1,CA,Carrier 5,Phone,243
C24293,Product B,1,1095,Source 23,M,Age Range 1,NY,Carrier 3,Phone,167
C24294,Product A,1,245,Source 1,F,Age Range 1,MI,Carrier 5,Phone,637
C24295,Product A,1,61,Source 1,F,Age Range 2,KY,Carrier 5,Phone,440
C24296,Product A,1,32,Source 1,F,Age Range 1,MN,Carrier 3,Phone,62.92
C24297,Product A,0,136,Source 200,F,Age Range 1,FL,Carrier 1,Phone,459.78
C24298,Product A,0,163,Source 1,M,Age Range 2,MI,Carrier 5,Phone,535
C24299,Product A,0,963,Source 222,M,Age Range 2,TX,Carrier 3,Phone,1096
C24300,Product A,0,1324,Source 95,F,Age Range 1,NJ,Carrier 1,Phone,1321.02
C24301,Product A,1,721,Source 95,F,Age Range 1,CA,Carrier 4,Phone,737.94
C24302,Product C,0,1324,Source 215,M,Age Range 1,OH,Carrier 4,Phone,705.4
C24303,Product A,0,592,Source 184,F,Age Range 1,TX,Carrier 1,Phone,551.25
C24304,Product A,1,354,Source 95,F,Age Range 3,AL,Carrier 5,Phone,519
C24305,Product A,1,95,Source 233,F,Age Range 2,FL,Carrier 3,Phone,108.25
C24306,Product A,0,414,Source 194,M,Age Range 3,GA,Carrier 3,Phone,810.81
C24307,Product A,0,232,Source 160,M,Age Range 1,CA,Carrier 5,Phone,440
C24308,Product A,1,364,Source 23,M,Age Range 2,KY,Carrier 3,Phone,611
C24309,Product A,1,732,Source 167,M,Age Range 1,SD,Carrier 3,Phone,855.04
C24310,Product B,1,184,Source 227,F,Age Range 2,MD,Carrier 3,Web,47.5
C24311,Product B,0,161,Source 185,M,Age Range 3,OK,Carrier 5,Phone,105
C24312,Product A,0,1407,Source 2,M,Age Range 2,IN,Carrier 4,Phone,1691.16
C24313,Product A,1,304,Source 88,F,Age Range 2,NC,Carrier 3,Phone,544.5
C24314,Product A,1,731,Source 95,F,Age Range 1,TX,Carrier 3,Web,855.04
C24315,Product A,1,1094,Source 95,F,Age Range 1,IL,Carrier 3,Phone,1257
C24316,Product A,0,229,Source 1,M,Age Range 3,CA,Carrier 3,Phone,736
C24317,Product B,0,1781,Source 2,M,Age Range 1,KS,Carrier 3,Phone,305
C24318,Product A,0,864,Source 222,F,Age Range 3,CT,Carrier 1,Phone,1093.04
C24319,Product A,1,362,Source 164,F,Age Range 3,MO,Carrier 4,Phone,611
C24320,Product A,1,28,Source 1,M,Age Range 1,NY,Carrier 5,Phone,112
C24321,Product B,1,363,Source 173,F,Age Range 1,MA,Carrier 5,Phone,54
C24322,Product A,0,231,Source 181,M,Age Range 1,IL,Carrier 3,Phone,636
C24323,Product A,1,125,Source 1,F,Age Range 2,MO,Carrier 5,Phone,216.33
C24324,Product A,0,164,Source 1,F,Age Range 1,NY,Carrier 5,Phone,327
C24325,Product A,0,440,Source 222,M,Age Range 3,FL,Carrier 3,Phone,808.81
C24326,Product A,0,195,Source 1,M,Age Range 2,OK,Carrier 1,Phone,603
C24327,Product B,1,327,Source 215,M,Age Range 1,CA,Carrier 5,Web,46.63
C24328,Product A,1,489,Source 1,F,Age Range 1,OH,Carrier 4,Phone,427.36
C24329,Product A,0,228,Source 1,F,Age Range 2,NY,Carrier 5,Phone,621
C24330,Product A,0,1621,Source 220,M,Age Range 3,AR,Carrier 3,Phone,1659.75
C24331,Product A,1,91,Source 1,M,Age Range 1,NJ,Carrier 3,Phone,181.75
C24332,Product A,0,232,Source 1,M,Age Range 1,LA,Carrier 3,Phone,636
C24333,Product B,0,225,Source 226,F,Age Range 1,FL,Carrier 5,Web,116
C24334,Product A,1,217,Source 171,M,Age Range 1,FL,Carrier 3,Phone,309.83
C24335,Product A,0,170,Source 193,F,Age Range 1,MO,Carrier 5,Phone,534
C24336,Product A,1,307,Source 170,F,Age Range 2,WA,Carrier 5,Phone,240.68
C24337,Product A,1,330,Source 178,F,Age Range 2,AL,Carrier 3,Phone,445.14
C24338,Product A,0,223,Source 188,M,Age Range 1,CA,Carrier 3,Phone,734
C24339,Product A,0,434,Source 88,M,Age Range 2,NC,Carrier 3,Phone,632.06
C24340,Product A,0,656,Source 1,F,Age Range 1,TX,Carrier 3,Phone,1062
C24341,Product A,0,588,Source 95,F,Age Range 1,NC,Carrier 3,Phone,810.81
C24342,Product B,0,232,Source 51,F,Age Range 1,VA,Carrier 5,Phone,55
C24343,Product C,0,959,Source 178,M,Age Range 1,CA,Carrier 4,Phone,992.15
C24344,Product A,1,1337,Source 164,F,Age Range 2,GA,Carrier 3,Phone,1359
C24345,Product A,1,35,Source 1,M,Age Range 2,IA,Carrier 3,Phone,60.75
C24346,Product A,1,729,Source 95,M,Age Range 1,TX,Carrier 1,Phone,653
C24347,Product A,0,871,Source 72,F,Age Range 2,WA,Carrier 2,Phone,453.1
C24348,Product A,1,512,Source 95,F,Age Range 1,FL,Carrier 3,Phone,875
C24349,Product A,0,893,Source 178,F,Age Range 1,WV,Carrier 3,Phone,1104
C24350,Product A,0,224,Source 178,M,Age Range 1,CA,Carrier 5,Phone,771
C24351,Product A,0,226,Source 1,M,Age Range 1,TX,Carrier 3,Phone,408
C24352,Product A,1,208,Source 1,F,Age Range 3,TX,Carrier 2,Phone,445.41
C24353,Product B,0,225,Source 214,F,Age Range 2,NH,Carrier 5,Phone,110
C24354,Product A,1,454,Source 154,M,Age Range 1,CT,Carrier 5,Phone,443
C24355,Product A,0,403,Source 95,F,Age Range 1,FL,Carrier 5,Phone,358.39
C24356,Product B,1,0,Source 1,F,Age Range 1,WA,Carrier 5,Phone,0
C24357,Product B,0,411,Source 145,M,Age Range 3,MA,Carrier 3,Phone,146
C24358,Product B,1,0,Source 43,M,Age Range 1,WA,Carrier 5,Phone,82
C24359,Product B,0,1317,Source 43,M,Age Range 1,NY,Carrier 3,Web,226
C24360,Product A,1,0,Source 95,M,Age Range 1,TX,Carrier 2,Phone,0
C24361,Product A,1,367,Source 95,F,Age Range 1,AL,Carrier 3,Phone,601
C24362,Product B,0,345,Source 81,M,Age Range 1,PA,Carrier 3,Web,149
C24363,Product A,0,554,Source 72,F,Age Range 1,WA,Carrier 2,Phone,490.7
C24364,Product A,0,222,Source 227,F,Age Range 1,NJ,Carrier 5,Phone,734
C24365,Product B,0,1315,Source 173,F,Age Range 1,NY,Carrier 1,Web,103.5
C24366,Product A,0,524,Source 1,F,Age Range 2,TX,Carrier 1,Phone,490.42
C24367,Product B,0,599,Source 200,M,Age Range 1,OH,Carrier 5,Web,161
C24368,Product B,0,1320,Source 222,M,Age Range 1,FL,Carrier 3,Phone,197
C24369,Product A,1,207,Source 1,M,Age Range 2,OK,Carrier 2,Phone,463.25
C24370,Product B,1,32,Source 222,M,Age Range 1,WA,Carrier 3,Web,23.33
C24371,Product B,0,538,Source 95,F,Age Range 1,NJ,Carrier 1,Phone,118.06
C24372,Product A,0,956,Source 222,F,Age Range 1,MO,Carrier 3,Phone,1091
C24373,Product A,1,732,Source 95,F,Age Range 2,GA,Carrier 4,Phone,913
C24374,Product B,0,959,Source 9,M,Age Range 1,NE,Carrier 5,Phone,209
C24375,Product A,1,244,Source 1,F,Age Range 1,ND,Carrier 3,Phone,187.84
C24376,Product A,1,59,Source 1,M,Age Range 2,KS,Carrier 3,Phone,606
C24377,Product A,1,1094,Source 197,F,Age Range 1,CO,Carrier 3,Phone,1197
C24378,Product B,0,196,Source 197,M,Age Range 1,MD,Carrier 5,Phone,128
C24379,Product A,0,226,Source 206,F,Age Range 1,TX,Carrier 3,Phone,403
C24380,Product B,0,589,Source 176,M,Age Range 2,IN,Carrier 5,Web,150
C24381,Product A,0,1329,Source 95,M,Age Range 1,NJ,Carrier 1,Web,1310.75
C24382,Product A,0,867,Source 1,F,Age Range 2,MI,Carrier 5,Phone,742.25
C24383,Product A,0,957,Source 199,F,Age Range 1,TX,Carrier 3,Phone,887
C24384,Product A,1,361,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,217
C24385,Product B,0,1687,Source 95,M,Age Range 1,CA,Carrier 4,Phone,227.28
C24386,Product A,1,363,Source 95,F,Age Range 2,NV,Carrier 3,Web,636
C24387,Product B,0,931,Source 23,F,Age Range 1,MN,Carrier 3,Phone,186
C24388,Product A,0,321,Source 227,F,Age Range 1,NJ,Carrier 3,Phone,603.5
C24389,Product C,0,322,Source 193,F,Age Range 1,MO,Carrier 4,Phone,101.3
C24390,Product A,0,231,Source 72,F,Age Range 1,WA,Carrier 2,Phone,118.02
C24391,Product A,0,440,Source 1,F,Age Range 1,TX,Carrier 5,Phone,552.22
C24392,Product A,1,367,Source 1,M,Age Range 2,IL,Carrier 1,Phone,537
C24393,Product B,1,121,Source 173,F,Age Range 3,CA,Carrier 5,Phone,129.67
C24394,Product A,0,227,Source 200,M,Age Range 1,TX,Carrier 5,Phone,440
C24395,Product B,1,361,Source 160,F,Age Range 1,AZ,Carrier 3,Web,95
C24396,Product B,1,184,Source 230,F,Age Range 1,CO,Carrier 3,Phone,62
C24397,Product A,0,1748,Source 212,F,Age Range 2,SC,Carrier 3,Phone,1669.15
C24398,Product A,0,889,Source 1,M,Age Range 2,NC,Carrier 1,Phone,1004.29
C24399,Product B,1,180,Source 178,F,Age Range 1,MO,Carrier 5,Phone,80
C24400,Product B,0,591,Source 200,F,Age Range 3,IA,Carrier 3,Web,157
C24401,Product C,1,609,Source 23,F,Age Range 1,NY,Carrier 3,Phone,718.6
C24402,Product B,0,811,Source 178,M,Age Range 3,MI,Carrier 3,Phone,187
C24403,Product B,1,732,Source 164,M,Age Range 1,OK,Carrier 3,Phone,107
C24404,Product B,0,1168,Source 95,F,Age Range 3,TN,Carrier 3,Web,222
C24405,Product A,0,597,Source 1,M,Age Range 2,SC,Carrier 2,Phone,1029
C24406,Product A,1,1121,Source 222,F,Age Range 1,WI,Carrier 3,Phone,1420
C24407,Product A,1,238,Source 1,F,Age Range 2,MT,Carrier 3,Phone,417.48
C24408,Product A,0,135,Source 213,M,Age Range 2,MD,Carrier 3,Phone,496
C24409,Product A,1,359,Source 88,F,Age Range 1,TX,Carrier 3,Phone,406
C24410,Product B,1,208,Source 179,F,Age Range 1,NY,Carrier 1,Phone,42.75
C24411,Product A,1,362,Source 1,M,Age Range 2,OH,Carrier 1,Phone,588
C24412,Product A,1,358,Source 222,M,Age Range 1,MO,Carrier 3,Web,569
C24413,Product A,0,109,Source 145,F,Age Range 3,SC,Carrier 5,Phone,419
C24414,Product A,1,362,Source 217,F,Age Range 1,WA,Carrier 2,Web,402.04
C24415,Product C,0,564,Source 170,M,Age Range 1,OR,Carrier 4,Phone,515.6
C24416,Product A,0,132,Source 1,F,Age Range 1,FL,Carrier 3,Phone,529.25
C24417,Product A,0,1684,Source 95,F,Age Range 1,FL,Carrier 3,Phone,1664.75
C24418,Product A,0,1813,Source 95,M,Age Range 1,TX,Carrier 3,Phone,1719.49
C24419,Product A,1,53,Source 188,M,Age Range 2,TN,Carrier 2,Phone,124.67
C24420,Product A,0,567,Source 1,M,Age Range 2,NY,Carrier 3,Phone,571.98
C24421,Product B,1,340,Source 95,M,Age Range 2,TN,Carrier 3,Phone,85.6
C24422,Product A,0,600,Source 201,F,Age Range 1,NJ,Carrier 1,Phone,966.94
C24423,Product C,0,960,Source 188,M,Age Range 1,CO,Carrier 4,Phone,972.04
C24424,Product B,0,2421,Source 211,M,Age Range 1,NJ,Carrier 5,Phone,254.85
C24425,Product B,1,1816,Source 122,M,Age Range 1,TN,Carrier 3,Web,262
C24426,Product A,1,0,Source 1,M,Age Range 2,TX,Carrier 3,Phone,87.5
C24427,Product A,0,348,Source 1,F,Age Range 1,MS,Carrier 5,Phone,207
C24428,Product B,0,163,Source 201,F,Age Range 2,TN,Carrier 5,Phone,119
C24429,Product A,0,623,Source 72,F,Age Range 1,WA,Carrier 2,Phone,336.8
C24430,Product B,0,226,Source 181,F,Age Range 1,WI,Carrier 3,Phone,65
C24431,Product B,1,27,Source 181,M,Age Range 1,FL,Carrier 5,Phone,10.83
C24432,Product B,1,1459,Source 95,M,Age Range 1,IL,Carrier 1,Phone,150
C24433,Product A,0,407,Source 81,M,Age Range 1,NJ,Carrier 1,Phone,594.94
C24434,Product A,1,249,Source 1,F,Age Range 1,AZ,Carrier 3,Phone,326
C24435,Product A,1,904,Source 95,F,Age Range 1,IN,Carrier 4,Phone,1054.5
C24436,Product A,0,1324,Source 197,F,Age Range 1,NC,Carrier 3,Phone,1239
C24437,Product A,1,766,Source 1,F,Age Range 1,AL,Carrier 1,Phone,955.79
C24438,Product A,0,222,Source 1,F,Age Range 1,WA,Carrier 2,Phone,244.31
C24439,Product A,0,1078,Source 238,F,Age Range 3,NV,Carrier 3,Phone,1451
C24440,Product B,0,1695,Source 95,M,Age Range 1,CA,Carrier 3,Phone,245
C24441,Product B,0,113,Source 171,F,Age Range 3,NC,Carrier 5,Phone,117
C24442,Product B,0,224,Source 181,F,Age Range 1,FL,Carrier 5,Phone,63
C24443,Product A,1,728,Source 231,M,Age Range 3,CA,Carrier 3,Phone,1087
C24444,Product B,0,958,Source 1,M,Age Range 1,AL,Carrier 3,Phone,163
C24445,Product A,1,330,Source 95,F,Age Range 1,PA,Carrier 3,Phone,353.92
C24446,Product B,1,458,Source 43,M,Age Range 1,TN,Carrier 3,Phone,140
C24447,Product B,0,587,Source 200,F,Age Range 1,CA,Carrier 5,Phone,181
C24448,Product B,0,1953,Source 43,F,Age Range 2,NH,Carrier 1,Phone,261
C24449,Product C,0,2171,Source 201,F,Age Range 3,NJ,Carrier 4,Phone,2141.03
C24450,Product A,1,98,Source 1,F,Age Range 1,KY,Carrier 4,Phone,157.51
C24451,Product A,1,803,Source 114,M,Age Range 3,IN,Carrier 3,Phone,1096
C24452,Product A,0,408,Source 194,F,Age Range 1,MS,Carrier 3,Phone,586.31
C24453,Product A,0,169,Source 1,F,Age Range 2,NM,Carrier 2,Phone,392
C24454,Product B,1,0,Source 23,F,Age Range 3,TN,Carrier 1,Phone,67.17
C24455,Product B,0,951,Source 125,M,Age Range 1,WY,Carrier 5,Phone,71.3
C24456,Product A,1,271,Source 1,F,Age Range 1,KY,Carrier 4,Phone,231.81
C24457,Product A,0,592,Source 160,M,Age Range 1,CA,Carrier 4,Web,900.33
C24458,Product C,1,358,Source 125,F,Age Range 1,MD,Carrier 4,Phone,325.5
C24459,Product B,0,589,Source 178,M,Age Range 2,KY,Carrier 3,Phone,112
C24460,Product B,1,1582,Source 227,F,Age Range 3,OR,Carrier 3,Phone,261
C24461,Product B,1,362,Source 43,F,Age Range 1,MI,Carrier 5,Web,76
C24462,Product A,1,356,Source 95,F,Age Range 2,IA,Carrier 3,Phone,564
C24463,Product B,0,1049,Source 160,F,Age Range 3,WA,Carrier 3,Web,230
C24464,Product B,1,65,Source 176,F,Age Range 1,OH,Carrier 1,Web,0
C24465,Product A,0,588,Source 170,F,Age Range 2,NJ,Carrier 5,Phone,843.2
C24466,Product A,1,272,Source 114,F,Age Range 1,CA,Carrier 3,Phone,553.75
C24467,Product A,0,864,Source 160,F,Age Range 3,NC,Carrier 3,Web,1095
C24468,Product B,0,1083,Source 222,F,Age Range 1,IL,Carrier 2,Phone,208.5
C24469,Product A,0,411,Source 1,M,Age Range 1,OH,Carrier 4,Phone,350.5
C24470,Product A,1,362,Source 1,M,Age Range 1,TX,Carrier 1,Phone,366
C24471,Product B,1,481,Source 178,M,Age Range 3,AL,Carrier 3,Phone,130
C24472,Product B,1,89,Source 175,F,Age Range 1,NY,Carrier 5,Phone,45
C24473,Product A,1,274,Source 1,F,Age Range 2,NY,Carrier 3,Phone,512.75
C24474,Product A,1,57,Source 194,M,Age Range 1,AR,Carrier 5,Phone,75.83
C24475,Product A,0,478,Source 95,F,Age Range 1,SC,Carrier 5,Phone,796.89
C24476,Product A,0,232,Source 189,M,Age Range 2,TN,Carrier 5,Phone,444
C24477,Product B,0,651,Source 95,M,Age Range 1,MI,Carrier 3,Phone,172
C24478,Product A,0,344,Source 1,M,Age Range 2,TX,Carrier 1,Phone,380.25
C24479,Product A,0,129,Source 1,F,Age Range 3,MO,Carrier 3,Phone,633
C24480,Product A,1,58,Source 200,M,Age Range 3,OR,Carrier 4,Web,176
C24481,Product A,1,354,Source 95,M,Age Range 1,FL,Carrier 3,Phone,408.5
C24482,Product B,1,58,Source 178,F,Age Range 1,CA,Carrier 3,Phone,17.01
C24483,Product A,0,597,Source 188,F,Age Range 1,WA,Carrier 5,Phone,450.26
C24484,Product A,0,131,Source 160,F,Age Range 2,OH,Carrier 1,Phone,457.75
C24485,Product A,0,195,Source 178,M,Age Range 1,FL,Carrier 3,Phone,602.08
C24486,Product A,1,363,Source 154,F,Age Range 1,PA,Carrier 1,Phone,285
C24487,Product A,1,0,Source 43,F,Age Range 1,TN,Carrier 3,Phone,563
C24488,Product A,0,1687,Source 95,M,Age Range 1,NC,Carrier 3,Phone,1481.75
C24489,Product A,0,924,Source 1,M,Age Range 1,MS,Carrier 3,Phone,867
C24490,Product A,1,484,Source 178,F,Age Range 1,ID,Carrier 3,Phone,663
C24491,Product B,0,744,Source 222,F,Age Range 1,CO,Carrier 3,Phone,184
C24492,Product C,1,249,Source 217,F,Age Range 1,IA,Carrier 4,Phone,215.92
C24493,Product A,1,147,Source 210,F,Age Range 2,CA,Carrier 1,Phone,316.76
C24494,Product A,0,224,Source 1,M,Age Range 1,TX,Carrier 5,Phone,637
C24495,Product A,0,832,Source 1,M,Age Range 1,GA,Carrier 4,Phone,1101.58
C24496,Product A,1,126,Source 1,F,Age Range 1,MI,Carrier 5,Phone,183.99
C24497,Product A,0,225,Source 200,F,Age Range 1,PA,Carrier 2,Phone,616
C24498,Product B,0,1026,Source 222,F,Age Range 1,GA,Carrier 5,Phone,299
C24499,Product B,1,359,Source 95,M,Age Range 1,WA,Carrier 5,Web,110
C24500,Product A,1,82,Source 222,F,Age Range 1,WV,Carrier 3,Web,103
C24501,Product A,0,173,Source 1,M,Age Range 1,TX,Carrier 5,Phone,367.67
C24502,Product B,0,224,Source 17,M,Age Range 1,CA,Carrier 1,Web,127.94
C24503,Product A,0,713,Source 178,M,Age Range 3,WA,Carrier 2,Phone,457.5
C24504,Product B,0,111,Source 227,F,Age Range 3,NM,Carrier 5,Phone,87.67
C24505,Product A,0,596,Source 194,F,Age Range 1,IN,Carrier 5,Phone,455.26
C24506,Product B,1,362,Source 165,M,Age Range 1,TN,Carrier 5,Phone,61
C24507,Product B,1,36,Source 176,F,Age Range 1,SD,Carrier 1,Web,69.17
C24508,Product A,0,1448,Source 43,F,Age Range 2,WA,Carrier 3,Phone,1480.75
C24509,Product A,0,437,Source 2,F,Age Range 2,GA,Carrier 5,Phone,379.64
C24510,Product A,0,924,Source 197,M,Age Range 3,MA,Carrier 2,Phone,824.5
C24511,Product B,0,960,Source 222,F,Age Range 1,AL,Carrier 3,Phone,183
C24512,Product A,1,606,Source 95,F,Age Range 3,TN,Carrier 3,Phone,764.36
C24513,Product B,1,1769,Source 95,M,Age Range 3,CA,Carrier 3,Phone,260
C24514,Product A,1,371,Source 173,M,Age Range 1,TX,Carrier 3,Phone,597
C24515,Product A,0,961,Source 170,F,Age Range 1,IL,Carrier 2,Phone,1031
C24516,Product B,0,1680,Source 95,M,Age Range 1,IL,Carrier 3,Phone,265
C24517,Product A,0,218,Source 194,F,Age Range 1,NY,Carrier 5,Phone,336
C24518,Product A,0,807,Source 2,M,Age Range 2,WV,Carrier 3,Phone,1091
C24519,Product A,0,589,Source 160,F,Age Range 1,FL,Carrier 3,Phone,803.81
C24520,Product A,1,907,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,536.92
C24521,Product A,0,223,Source 1,M,Age Range 2,NC,Carrier 1,Phone,390
C24522,Product A,0,257,Source 160,F,Age Range 1,CO,Carrier 5,Phone,805.89
C24523,Product A,1,394,Source 202,F,Age Range 1,NY,Carrier 4,Phone,645.12
C24524,Product A,1,513,Source 170,F,Age Range 1,FL,Carrier 5,Phone,417.75
C24525,Product A,0,1282,Source 178,F,Age Range 3,NC,Carrier 3,Phone,1442
C24526,Product A,1,300,Source 141,M,Age Range 1,CA,Carrier 5,Phone,860.26
C24527,Product A,1,610,Source 178,F,Age Range 3,SC,Carrier 3,Phone,1033.5
C24528,Product B,0,955,Source 222,M,Age Range 1,FL,Carrier 5,Web,102.15
C24529,Product B,1,732,Source 43,F,Age Range 1,NC,Carrier 3,Phone,105
C24530,Product A,1,580,Source 95,F,Age Range 2,AZ,Carrier 3,Web,939
C24531,Product A,1,365,Source 167,F,Age Range 1,NJ,Carrier 1,Phone,680
C24532,Product B,1,396,Source 43,M,Age Range 1,NC,Carrier 3,Web,103.53
C24533,Product A,1,366,Source 164,F,Age Range 1,NY,Carrier 5,Phone,287
C24534,Product A,0,1507,Source 222,M,Age Range 1,IL,Carrier 3,Web,1668.75
C24535,Product B,0,1320,Source 178,M,Age Range 1,NH,Carrier 3,Phone,224
C24536,Product C,0,1325,Source 95,F,Age Range 1,NH,Carrier 4,Phone,509
C24537,Product A,0,593,Source 186,F,Age Range 1,KY,Carrier 4,Phone,507
C24538,Product A,0,172,Source 1,M,Age Range 2,FL,Carrier 3,Phone,567.17
C24539,Product B,0,1262,Source 133,M,Age Range 3,SC,Carrier 3,Phone,223
C24540,Product B,1,453,Source 23,M,Age Range 1,NV,Carrier 3,Phone,139.53
C24541,Product A,1,365,Source 96,M,Age Range 1,NJ,Carrier 1,Phone,342
C24542,Product A,0,322,Source 160,F,Age Range 2,MN,Carrier 3,Phone,179.03
C24543,Product A,1,238,Source 212,F,Age Range 2,TX,Carrier 3,Phone,382.84
C24544,Product A,0,255,Source 170,M,Age Range 2,TX,Carrier 3,Phone,409.56
C24545,Product B,1,577,Source 178,M,Age Range 1,PA,Carrier 5,Web,99.95
C24546,Product A,1,28,Source 194,F,Age Range 1,FL,Carrier 5,Phone,48.33
C24547,Product A,1,94,Source 1,M,Age Range 2,GA,Carrier 1,Phone,541
C24548,Product A,0,925,Source 72,F,Age Range 1,WA,Carrier 2,Phone,644.75
C24549,Product A,0,960,Source 191,M,Age Range 1,IL,Carrier 3,Web,1088
C24550,Product A,1,723,Source 95,F,Age Range 2,GA,Carrier 4,Phone,666.96
C24551,Product A,0,105,Source 1,F,Age Range 2,IN,Carrier 4,Phone,606.04
C24552,Product A,0,350,Source 72,M,Age Range 1,WA,Carrier 2,Phone,214.2
C24553,Product A,1,362,Source 1,F,Age Range 2,FL,Carrier 1,Phone,377
C24554,Product A,0,805,Source 222,F,Age Range 2,IL,Carrier 1,Phone,975.46
C24555,Product A,0,1138,Source 178,F,Age Range 3,AZ,Carrier 1,Phone,1367
C24556,Product A,1,335,Source 160,M,Age Range 3,NY,Carrier 4,Phone,868.84
C24557,Product A,1,363,Source 1,M,Age Range 2,GA,Carrier 1,Phone,543
C24558,Product A,0,963,Source 95,M,Age Range 1,NY,Carrier 1,Phone,740.29
C24559,Product A,1,364,Source 95,F,Age Range 1,TX,Carrier 3,Phone,400
C24560,Product A,1,1030,Source 154,M,Age Range 1,NY,Carrier 1,Phone,1149
C24561,Product A,0,1321,Source 95,M,Age Range 1,IN,Carrier 5,Web,1236.06
C24562,Product B,1,361,Source 2,F,Age Range 1,MO,Carrier 1,Phone,102
C24563,Product B,0,595,Source 160,F,Age Range 1,MD,Carrier 1,Web,132.06
C24564,Product B,1,360,Source 178,M,Age Range 1,PA,Carrier 5,Web,80
C24565,Product C,1,248,Source 125,M,Age Range 1,NJ,Carrier 4,Phone,120
C24566,Product A,0,592,Source 2,F,Age Range 1,NC,Carrier 3,Phone,558.15
C24567,Product B,1,371,Source 95,F,Age Range 1,NH,Carrier 3,Phone,72
C24568,Product A,1,481,Source 1,M,Age Range 2,TX,Carrier 2,Phone,1102.75
C24569,Product A,0,952,Source 95,F,Age Range 1,PA,Carrier 2,Phone,767.5
C24570,Product A,1,30,Source 222,F,Age Range 1,TX,Carrier 3,Web,51
C24571,Product A,0,1838,Source 141,F,Age Range 2,KY,Carrier 4,Phone,1568.56
C24572,Product A,0,102,Source 1,M,Age Range 2,NV,Carrier 3,Phone,329.33
C24573,Product A,0,1690,Source 222,M,Age Range 2,KY,Carrier 3,Phone,1651.75
